instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3675,6/7/2011,2,0,6,0,0,2,1,1,0.64,0.6061,0.65,0.0896,5,15,20
3676,6/7/2011,2,0,6,1,0,2,1,1,0.62,0.6061,0.69,0.1343,2,2,4
3677,6/7/2011,2,0,6,2,0,2,1,1,0.6,0.5909,0.73,0.0896,3,2,5
3678,6/7/2011,2,0,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,1,1,2
3679,6/7/2011,2,0,6,4,0,2,1,1,0.58,0.5455,0.83,0.1343,2,3,5
3680,6/7/2011,2,0,6,5,0,2,1,1,0.58,0.5455,0.88,0.1642,2,30,32
3681,6/7/2011,2,0,6,6,0,2,1,1,0.6,0.5758,0.78,0.1343,10,116,126
3682,6/7/2011,2,0,6,7,0,2,1,2,0.64,0.6061,0.69,0.194,23,311,334
3683,6/7/2011,2,0,6,8,0,2,1,2,0.68,0.6364,0.61,0.1343,45,432,477
3684,6/7/2011,2,0,6,9,0,2,1,2,0.72,0.6667,0.58,0.2239,27,190,217
3685,6/7/2011,2,0,6,10,0,2,1,2,0.76,0.6818,0.48,0.194,37,86,123
3686,6/7/2011,2,0,6,11,0,2,1,2,0.76,0.697,0.52,0.2537,38,113,151
3687,6/7/2011,2,0,6,12,0,2,1,2,0.8,0.7273,0.46,0.2836,42,141,183
3688,6/7/2011,2,0,6,13,0,2,1,2,0.8,0.7273,0.43,0.2537,55,141,196
3689,6/7/2011,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,34,112,146
3690,6/7/2011,2,0,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,56,127,183
3691,6/7/2011,2,0,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,55,253,308
3692,6/7/2011,2,0,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,64,475,539
3693,6/7/2011,2,0,6,18,0,2,1,1,0.78,0.697,0.46,0.2836,72,479,551
3694,6/7/2011,2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,69,355,424
3695,6/7/2011,2,0,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,45,301,346
3696,6/7/2011,2,0,6,21,0,2,1,1,0.72,0.6818,0.7,0.1343,31,187,218
3697,6/7/2011,2,0,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,27,126,153
3698,6/7/2011,2,0,6,23,0,2,1,1,0.68,0.6364,0.79,0.1045,18,72,90
3699,6/8/2011,2,0,6,0,0,3,1,1,0.66,0.5909,0.89,0.1343,12,29,41
3700,6/8/2011,2,0,6,1,0,3,1,1,0.66,0.6061,0.78,0,3,20,23
3701,6/8/2011,2,0,6,2,0,3,1,1,0.64,0.5758,0.89,0.0896,0,7,7
3702,6/8/2011,2,0,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,2,1,3
3703,6/8/2011,2,0,6,4,0,3,1,1,0.62,0.5758,0.83,0,0,6,6
3704,6/8/2011,2,0,6,5,0,3,1,1,0.62,0.5606,0.88,0,0,21,21
3705,6/8/2011,2,0,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,13,103,116
3706,6/8/2011,2,0,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,24,329,353
3707,6/8/2011,2,0,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,46,435,481
3708,6/8/2011,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,34,168,202
3709,6/8/2011,2,0,6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,27,63,90
3710,6/8/2011,2,0,6,11,0,3,1,1,0.84,0.7576,0.41,0.194,28,106,134
3711,6/8/2011,2,0,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,15,134,149
3712,6/8/2011,2,0,6,13,0,3,1,1,0.9,0.8485,0.42,0,20,116,136
3713,6/8/2011,2,0,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,44,111,155
3714,6/8/2011,2,0,6,15,0,3,1,1,0.92,0.8788,0.4,0.1642,28,100,128
3715,6/8/2011,2,0,6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,34,199,233
3716,6/8/2011,2,0,6,17,0,3,1,1,0.92,0.8485,0.35,0.2239,80,426,506
3717,6/8/2011,2,0,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,61,398,459
3718,6/8/2011,2,0,6,19,0,3,1,1,0.82,0.803,0.59,0.1343,61,323,384
3719,6/8/2011,2,0,6,20,0,3,1,1,0.8,0.7879,0.63,0.1343,55,225,280
3720,6/8/2011,2,0,6,21,0,3,1,1,0.8,0.803,0.66,0.1343,34,168,202
3721,6/8/2011,2,0,6,22,0,3,1,1,0.76,0.7424,0.75,0.1642,37,139,176
3722,6/8/2011,2,0,6,23,0,3,1,1,0.76,0.7424,0.75,0.194,18,98,116
3723,6/9/2011,2,0,6,0,0,4,1,2,0.74,0.7121,0.79,0.1343,7,40,47
3724,6/9/2011,2,0,6,1,0,4,1,1,0.74,0.7121,0.79,0.1045,3,13,16
3725,6/9/2011,2,0,6,2,0,4,1,2,0.72,0.7121,0.84,0.1642,0,6,6
3726,6/9/2011,2,0,6,3,0,4,1,2,0.72,0.7121,0.84,0.1045,0,2,2
3727,6/9/2011,2,0,6,4,0,4,1,2,0.72,0.697,0.79,0.0896,2,4,6
3728,6/9/2011,2,0,6,5,0,4,1,2,0.7,0.6667,0.84,0,1,19,20
3729,6/9/2011,2,0,6,6,0,4,1,2,0.72,0.7121,0.84,0.0896,13,105,118
3730,6/9/2011,2,0,6,7,0,4,1,2,0.72,0.697,0.79,0.1343,31,283,314
3731,6/9/2011,2,0,6,8,0,4,1,2,0.76,0.7273,0.7,0.1045,32,400,432
3732,6/9/2011,2,0,6,9,0,4,1,1,0.84,0.7879,0.49,0,20,148,168
3733,6/9/2011,2,0,6,10,0,4,1,1,0.86,0.8182,0.5,0.2836,20,74,94
3734,6/9/2011,2,0,6,11,0,4,1,1,0.9,0.8485,0.42,0.2239,36,82,118
3735,6/9/2011,2,0,6,12,0,4,1,1,0.92,0.8485,0.35,0.194,40,100,140
3736,6/9/2011,2,0,6,13,0,4,1,1,0.9,0.8182,0.37,0.0896,18,118,136
3737,6/9/2011,2,0,6,14,0,4,1,1,0.92,0.8788,0.4,0.194,25,93,118
3738,6/9/2011,2,0,6,15,0,4,1,1,0.94,0.8333,0.31,0.1642,18,86,104
3739,6/9/2011,2,0,6,16,0,4,1,1,0.92,0.8333,0.33,0.1343,30,170,200
3740,6/9/2011,2,0,6,17,0,4,1,1,0.9,0.8182,0.37,0.2537,54,355,409
3741,6/9/2011,2,0,6,18,0,4,1,1,0.88,0.803,0.39,0.2836,52,414,466
3742,6/9/2011,2,0,6,19,0,4,1,2,0.84,0.7424,0.39,0.3284,55,271,326
3743,6/9/2011,2,0,6,20,0,4,1,2,0.8,0.7273,0.43,0.194,40,214,254
3744,6/9/2011,2,0,6,21,0,4,1,3,0.76,0.697,0.52,0,29,142,171
3745,6/9/2011,2,0,6,22,0,4,1,2,0.74,0.6818,0.58,0.1642,22,131,153
3746,6/9/2011,2,0,6,23,0,4,1,2,0.74,0.697,0.57,0.1642,15,82,97
4251,7/1/2011,3,0,7,0,0,5,1,1,0.66,0.6212,0.5,0,20,48,68
4252,7/1/2011,3,0,7,1,0,5,1,1,0.66,0.6212,0.5,0,15,16,31
4253,7/1/2011,3,0,7,2,0,5,1,1,0.62,0.6061,0.69,0,6,7,13
4254,7/1/2011,3,0,7,3,0,5,1,1,0.64,0.6212,0.53,0,5,6,11
4255,7/1/2011,3,0,7,4,0,5,1,1,0.62,0.6212,0.57,0,1,5,6
4256,7/1/2011,3,0,7,5,0,5,1,1,0.6,0.6061,0.64,0.1343,3,27,30
4257,7/1/2011,3,0,7,6,0,5,1,1,0.62,0.6061,0.61,0.1343,11,97,108
4258,7/1/2011,3,0,7,7,0,5,1,1,0.66,0.6212,0.54,0.1045,25,218,243
4259,7/1/2011,3,0,7,8,0,5,1,1,0.7,0.6364,0.42,0.1642,39,453,492
4260,7/1/2011,3,0,7,9,0,5,1,1,0.74,0.6515,0.35,0.1642,58,202,260
4261,7/1/2011,3,0,7,10,0,5,1,1,0.76,0.6667,0.33,0.1642,61,109,170
4262,7/1/2011,3,0,7,11,0,5,1,1,0.8,0.697,0.26,0,68,146,214
4263,7/1/2011,3,0,7,12,0,5,1,1,0.8,0.697,0.26,0,83,180,263
4264,7/1/2011,3,0,7,13,0,5,1,1,0.8,0.6818,0.24,0,83,209,292
4265,7/1/2011,3,0,7,14,0,5,1,1,0.82,0.697,0.23,0.194,78,225,303
4266,7/1/2011,3,0,7,15,0,5,1,1,0.82,0.697,0.21,0.2537,82,299,381
4267,7/1/2011,3,0,7,16,0,5,1,1,0.82,0.697,0.17,0,85,342,427
4268,7/1/2011,3,0,7,17,0,5,1,1,0.82,0.697,0.21,0.194,99,362,461
4269,7/1/2011,3,0,7,18,0,5,1,1,0.8,0.6818,0.24,0.2537,98,324,422
4270,7/1/2011,3,0,7,19,0,5,1,1,0.78,0.6667,0.25,0.194,80,238,318
4271,7/1/2011,3,0,7,20,0,5,1,1,0.72,0.6515,0.42,0.2239,84,185,269
4272,7/1/2011,3,0,7,21,0,5,1,1,0.7,0.6364,0.45,0.194,69,149,218
4273,7/1/2011,3,0,7,22,0,5,1,1,0.7,0.6364,0.42,0,49,173,222
4274,7/1/2011,3,0,7,23,0,5,1,1,0.68,0.6364,0.47,0.0896,44,96,140
4275,7/2/2011,3,0,7,0,0,6,0,1,0.68,0.6364,0.47,0.0896,31,84,115
4276,7/2/2011,3,0,7,1,0,6,0,1,0.66,0.6212,0.54,0,20,58,78
4277,7/2/2011,3,0,7,2,0,6,0,1,0.64,0.6212,0.53,0,9,43,52
4278,7/2/2011,3,0,7,3,0,6,0,1,0.64,0.6212,0.53,0,5,21,26
4279,7/2/2011,3,0,7,4,0,6,0,1,0.62,0.6061,0.61,0,3,8,11
4280,7/2/2011,3,0,7,5,0,6,0,1,0.58,0.5455,0.73,0.1045,1,13,14
4281,7/2/2011,3,0,7,6,0,6,0,1,0.62,0.6061,0.69,0.1045,11,21,32
4282,7/2/2011,3,0,7,7,0,6,0,1,0.64,0.6061,0.65,0,10,35,45
4283,7/2/2011,3,0,7,8,0,6,0,1,0.68,0.6364,0.57,0,38,94,132
4284,7/2/2011,3,0,7,9,0,6,0,1,0.74,0.6667,0.51,0.0896,55,124,179
4285,7/2/2011,3,0,7,10,0,6,0,1,0.8,0.7121,0.36,0,103,168,271
4286,7/2/2011,3,0,7,11,0,6,0,1,0.8,0.7121,0.36,0.0896,144,213,357
4287,7/2/2011,3,0,7,12,0,6,0,1,0.82,0.7121,0.3,0.1343,142,232,374
4288,7/2/2011,3,0,7,13,0,6,0,1,0.82,0.7121,0.3,0.1045,178,226,404
4289,7/2/2011,3,0,7,14,0,6,0,1,0.84,0.7121,0.2,0,177,215,392
4290,7/2/2011,3,0,7,15,0,6,0,1,0.86,0.7273,0.19,0.1642,168,163,331
4291,7/2/2011,3,0,7,16,0,6,0,1,0.88,0.7424,0.22,0.2239,206,192,398
4292,7/2/2011,3,0,7,17,0,6,0,1,0.84,0.7273,0.3,0.2239,179,170,349
4293,7/2/2011,3,0,7,18,0,6,0,1,0.82,0.7121,0.3,0.2836,193,190,383
4294,7/2/2011,3,0,7,19,0,6,0,1,0.8,0.697,0.33,0.2239,156,149,305
4295,7/2/2011,3,0,7,20,0,6,0,1,0.76,0.6818,0.45,0.2836,136,148,284
4296,7/2/2011,3,0,7,21,0,6,0,1,0.74,0.6667,0.48,0.194,95,137,232
4297,7/2/2011,3,0,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642,78,123,201
4298,7/2/2011,3,0,7,23,0,6,0,1,0.72,0.6667,0.54,0.2836,66,88,154
4299,7/3/2011,3,0,7,0,0,0,0,1,0.7,0.6515,0.58,0.2239,47,97,144
4300,7/3/2011,3,0,7,1,0,0,0,2,0.7,0.6515,0.61,0.1642,23,55,78
4301,7/3/2011,3,0,7,2,0,0,0,1,0.7,0.6515,0.58,0.194,19,50,69
4302,7/3/2011,3,0,7,3,0,0,0,3,0.68,0.6364,0.65,0.0896,8,25,33
4303,7/3/2011,3,0,7,4,0,0,0,3,0.68,0.6364,0.65,0.0896,3,2,5
4304,7/3/2011,3,0,7,5,0,0,0,3,0.62,0.5758,0.83,0.194,0,1,1
4305,7/3/2011,3,0,7,6,0,0,0,2,0.62,0.5455,0.94,0.0896,0,3,3
4306,7/3/2011,3,0,7,7,0,0,0,2,0.64,0.5758,0.89,0.194,3,22,25
4307,7/3/2011,3,0,7,8,0,0,0,1,0.68,0.6364,0.79,0.2239,39,53,92
4308,7/3/2011,3,0,7,9,0,0,0,1,0.7,0.6667,0.74,0.2537,82,99,181
4309,7/3/2011,3,0,7,10,0,0,0,1,0.74,0.697,0.66,0.1642,131,133,264
4310,7/3/2011,3,0,7,11,0,0,0,1,0.76,0.7121,0.62,0.1045,215,175,390
4311,7/3/2011,3,0,7,12,0,0,0,1,0.8,0.7576,0.55,0.1045,198,206,404
4312,7/3/2011,3,0,7,13,0,0,0,1,0.8,0.7727,0.59,0.2239,248,173,421
4313,7/3/2011,3,0,7,14,0,0,0,1,0.82,0.7879,0.56,0.2537,225,150,375
4314,7/3/2011,3,0,7,15,0,0,0,1,0.84,0.803,0.53,0.2985,194,182,376
4315,7/3/2011,3,0,7,16,0,0,0,1,0.84,0.803,0.53,0.2985,195,219,414
4316,7/3/2011,3,0,7,17,0,0,0,3,0.8,0.7424,0.49,0.8507,181,177,358
4317,7/3/2011,3,0,7,18,0,0,0,3,0.8,0.7424,0.49,0.8507,74,107,181
4318,7/3/2011,3,0,7,19,0,0,0,2,0.66,0.6061,0.83,0.194,100,83,183
4319,7/3/2011,3,0,7,20,0,0,0,3,0.66,0.6061,0.83,0,83,93,176
4320,7/3/2011,3,0,7,21,0,0,0,2,0.66,0.6061,0.83,0.1642,75,92,167
4321,7/3/2011,3,0,7,22,0,0,0,2,0.66,0.6061,0.78,0.1045,69,93,162
4322,7/3/2011,3,0,7,23,0,0,0,1,0.64,0.5758,0.83,0.1642,70,77,147
4323,7/4/2011,3,0,7,0,1,1,0,1,0.64,0.5758,0.83,0.1343,63,77,140
4324,7/4/2011,3,0,7,1,1,1,0,1,0.64,0.5758,0.83,0.0896,43,76,119
4325,7/4/2011,3,0,7,2,1,1,0,1,0.64,0.5758,0.83,0,33,30,63
4326,7/4/2011,3,0,7,3,1,1,0,1,0.64,0.5909,0.78,0,13,13,26
4327,7/4/2011,3,0,7,4,1,1,0,2,0.66,0.6061,0.78,0.0896,8,4,12
4328,7/4/2011,3,0,7,5,1,1,0,2,0.64,0.5758,0.83,0.1343,1,3,4
4329,7/4/2011,3,0,7,6,1,1,0,1,0.64,0.5758,0.89,0.1642,5,11,16
4330,7/4/2011,3,0,7,7,1,1,0,1,0.66,0.6061,0.83,0.1343,17,19,36
4331,7/4/2011,3,0,7,8,1,1,0,1,0.7,0.6667,0.74,0.1045,42,44,86
4332,7/4/2011,3,0,7,9,1,1,0,2,0.72,0.6818,0.66,0.0896,142,96,238
4333,7/4/2011,3,0,7,10,1,1,0,2,0.76,0.697,0.55,0.0896,166,114,280
4334,7/4/2011,3,0,7,11,1,1,0,2,0.76,0.697,0.55,0.0896,177,172,349
4335,7/4/2011,3,0,7,12,1,1,0,2,0.78,0.7121,0.52,0,237,210,447
4336,7/4/2011,3,0,7,13,1,1,0,2,0.78,0.7121,0.49,0,242,181,423
4337,7/4/2011,3,0,7,14,1,1,0,1,0.8,0.7273,0.46,0,235,173,408
4338,7/4/2011,3,0,7,15,1,1,0,1,0.82,0.7424,0.43,0.0896,224,184,408
4339,7/4/2011,3,0,7,16,1,1,0,1,0.82,0.7424,0.41,0,236,216,452
4340,7/4/2011,3,0,7,17,1,1,0,1,0.8,0.7273,0.46,0,240,196,436
4341,7/4/2011,3,0,7,18,1,1,0,1,0.8,0.7273,0.46,0.1343,222,196,418
4342,7/4/2011,3,0,7,19,1,1,0,2,0.78,0.7121,0.49,0.1642,170,205,375
4343,7/4/2011,3,0,7,20,1,1,0,2,0.76,0.697,0.55,0.1045,195,191,386
4344,7/4/2011,3,0,7,21,1,1,0,2,0.74,0.6818,0.62,0.1045,195,262,457
4345,7/4/2011,3,0,7,22,1,1,0,2,0.74,0.6818,0.62,0.1343,115,211,326
4346,7/4/2011,3,0,7,23,1,1,0,2,0.72,0.6818,0.7,0.1045,44,94,138
4347,7/5/2011,3,0,7,0,0,2,1,2,0.7,0.6515,0.65,0.1642,19,36,55
4348,7/5/2011,3,0,7,1,0,2,1,1,0.7,0.6515,0.65,0.1045,15,24,39
4349,7/5/2011,3,0,7,2,0,2,1,1,0.66,0.6212,0.74,0.0896,8,5,13
4350,7/5/2011,3,0,7,3,0,2,1,1,0.66,0.6212,0.74,0.2239,1,7,8
4351,7/5/2011,3,0,7,4,0,2,1,1,0.66,0.6212,0.69,0.1642,1,4,5
4352,7/5/2011,3,0,7,5,0,2,1,1,0.66,0.6212,0.69,0,1,19,20
4353,7/5/2011,3,0,7,6,0,2,1,1,0.66,0.6212,0.74,0.0896,3,91,94
4354,7/5/2011,3,0,7,7,0,2,1,1,0.7,0.6515,0.65,0.0896,22,248,270
4355,7/5/2011,3,0,7,8,0,2,1,1,0.72,0.6818,0.62,0.1343,41,391,432
4356,7/5/2011,3,0,7,9,0,2,1,1,0.74,0.6818,0.58,0.1343,50,177,227
4357,7/5/2011,3,0,7,10,0,2,1,1,0.76,0.697,0.52,0.1045,55,84,139
4358,7/5/2011,3,0,7,11,0,2,1,1,0.78,0.697,0.46,0.1045,75,97,172
4359,7/5/2011,3,0,7,12,0,2,1,1,0.8,0.7273,0.43,0.1045,71,130,201
4360,7/5/2011,3,0,7,13,0,2,1,1,0.82,0.7424,0.43,0.1045,67,136,203
4361,7/5/2011,3,0,7,14,0,2,1,1,0.8,0.7424,0.49,0.1642,66,112,178
4362,7/5/2011,3,0,7,15,0,2,1,1,0.82,0.7424,0.43,0,51,111,162
4363,7/5/2011,3,0,7,16,0,2,1,1,0.82,0.7576,0.46,0.1045,79,202,281
4364,7/5/2011,3,0,7,17,0,2,1,1,0.82,0.7576,0.46,0.1045,79,466,545
4365,7/5/2011,3,0,7,18,0,2,1,1,0.8,0.7576,0.55,0.1642,70,426,496
4366,7/5/2011,3,0,7,19,0,2,1,1,0.8,0.7727,0.59,0.1343,71,297,368
4367,7/5/2011,3,0,7,20,0,2,1,1,0.76,0.7273,0.66,0.1045,59,225,284
4368,7/5/2011,3,0,7,21,0,2,1,1,0.78,0.7424,0.62,0.2537,77,168,245
4369,7/5/2011,3,0,7,22,0,2,1,1,0.76,0.7273,0.66,0.2239,31,124,155
4370,7/5/2011,3,0,7,23,0,2,1,1,0.74,0.697,0.66,0.1642,19,54,73
4371,7/6/2011,3,0,7,0,0,3,1,1,0.72,0.697,0.74,0.194,11,26,37
4372,7/6/2011,3,0,7,1,0,3,1,1,0.7,0.6667,0.74,0.1343,4,11,15
4373,7/6/2011,3,0,7,2,0,3,1,1,0.7,0.6667,0.79,0.0896,1,4,5
4374,7/6/2011,3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0,0,6,6
4375,7/6/2011,3,0,7,4,0,3,1,2,0.68,0.6364,0.83,0.0896,0,6,6
4376,7/6/2011,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.0896,5,30,35
4377,7/6/2011,3,0,7,6,0,3,1,1,0.7,0.6667,0.79,0.0896,9,112,121
4378,7/6/2011,3,0,7,7,0,3,1,2,0.72,0.697,0.79,0,24,288,312
4379,7/6/2011,3,0,7,8,0,3,1,2,0.72,0.697,0.74,0.1045,31,397,428
4380,7/6/2011,3,0,7,9,0,3,1,3,0.7,0.6667,0.79,0.194,31,158,189
4381,7/6/2011,3,0,7,10,0,3,1,3,0.7,0.6667,0.79,0.0896,13,30,43
4382,7/6/2011,3,0,7,11,0,3,1,2,0.72,0.697,0.74,0,24,103,127
4383,7/6/2011,3,0,7,12,0,3,1,2,0.74,0.697,0.66,0.0896,38,114,152
4384,7/6/2011,3,0,7,13,0,3,1,2,0.74,0.697,0.7,0.1045,33,107,140
4385,7/6/2011,3,0,7,14,0,3,1,1,0.76,0.7273,0.66,0.2836,50,113,163
4386,7/6/2011,3,0,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836,55,130,185
4387,7/6/2011,3,0,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537,57,218,275
4388,7/6/2011,3,0,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239,79,517,596
4389,7/6/2011,3,0,7,18,0,3,1,1,0.76,0.7121,0.62,0.194,77,486,563
4390,7/6/2011,3,0,7,19,0,3,1,1,0.74,0.697,0.7,0.2239,71,323,394
4391,7/6/2011,3,0,7,20,0,3,1,1,0.72,0.697,0.74,0.2537,55,257,312
4392,7/6/2011,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.194,66,175,241
4393,7/6/2011,3,0,7,22,0,3,1,1,0.7,0.6667,0.79,0.194,30,156,186
4394,7/6/2011,3,0,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239,20,78,98
4395,7/7/2011,3,0,7,0,0,4,1,1,0.66,0.5909,0.89,0.1343,6,29,35
4396,7/7/2011,3,0,7,1,0,4,1,1,0.66,0.5909,0.89,0.194,2,14,16
4397,7/7/2011,3,0,7,2,0,4,1,1,0.66,0.5909,0.89,0.194,1,7,8
4398,7/7/2011,3,0,7,3,0,4,1,1,0.64,0.5606,0.94,0.1045,2,2,4
4399,7/7/2011,3,0,7,4,0,4,1,1,0.64,0.5758,0.89,0.1045,0,4,4
4400,7/7/2011,3,0,7,5,0,4,1,1,0.64,0.5758,0.89,0.1045,2,30,32
4401,7/7/2011,3,0,7,6,0,4,1,2,0.64,0.5758,0.89,0.1343,11,107,118
4402,7/7/2011,3,0,7,7,0,4,1,2,0.66,0.5909,0.89,0.1045,13,279,292
4403,7/7/2011,3,0,7,8,0,4,1,2,0.7,0.6667,0.79,0.194,28,415,443
4404,7/7/2011,3,0,7,9,0,4,1,1,0.74,0.697,0.7,0.1642,25,154,179
4405,7/7/2011,3,0,7,10,0,4,1,1,0.78,0.7424,0.62,0,29,72,101
4406,7/7/2011,3,0,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343,30,112,142
4407,7/7/2011,3,0,7,12,0,4,1,1,0.84,0.7727,0.41,0,32,139,171
4408,7/7/2011,3,0,7,13,0,4,1,1,0.86,0.7879,0.41,0,48,107,155
4409,7/7/2011,3,0,7,14,0,4,1,1,0.86,0.7879,0.41,0.2537,39,121,160
4410,7/7/2011,3,0,7,15,0,4,1,1,0.86,0.7879,0.41,0.2537,47,119,166
4411,7/7/2011,3,0,7,16,0,4,1,1,0.86,0.7727,0.39,0.2239,47,218,265
4412,7/7/2011,3,0,7,17,0,4,1,1,0.86,0.7576,0.36,0.2537,80,489,569
4413,7/7/2011,3,0,7,18,0,4,1,1,0.84,0.7576,0.44,0.2985,70,492,562
4414,7/7/2011,3,0,7,19,0,4,1,1,0.82,0.7727,0.52,0.2836,79,286,365
4415,7/7/2011,3,0,7,20,0,4,1,1,0.76,0.7121,0.58,0.3582,61,224,285
4416,7/7/2011,3,0,7,21,0,4,1,1,0.74,0.6818,0.62,0.1642,39,170,209
4417,7/7/2011,3,0,7,22,0,4,1,1,0.74,0.6818,0.62,0.1642,32,150,182
4418,7/7/2011,3,0,7,23,0,4,1,1,0.72,0.6818,0.66,0,31,98,129
4419,7/8/2011,3,0,7,0,0,5,1,1,0.74,0.697,0.66,0.1045,6,41,47
4420,7/8/2011,3,0,7,1,0,5,1,1,0.72,0.697,0.79,0,9,25,34
4421,7/8/2011,3,0,7,2,0,5,1,2,0.7,0.6667,0.74,0.1642,10,12,22
4422,7/8/2011,3,0,7,3,0,5,1,1,0.68,0.6364,0.79,0.1045,2,4,6
4423,7/8/2011,3,0,7,4,0,5,1,1,0.7,0.6667,0.79,0.2537,7,4,11
4424,7/8/2011,3,0,7,5,0,5,1,1,0.68,0.6364,0.79,0.2537,3,24,27
4425,7/8/2011,3,0,7,6,0,5,1,1,0.7,0.6667,0.74,0.1045,11,91,102
4426,7/8/2011,3,0,7,7,0,5,1,2,0.7,0.6667,0.79,0.194,30,302,332
4427,7/8/2011,3,0,7,8,0,5,1,2,0.72,0.697,0.74,0.2537,36,421,457
4428,7/8/2011,3,0,7,9,0,5,1,2,0.76,0.7273,0.7,0.2985,30,211,241
4429,7/8/2011,3,0,7,10,0,5,1,2,0.74,0.697,0.7,0.3582,30,108,138
4430,7/8/2011,3,0,7,11,0,5,1,2,0.74,0.7121,0.74,0.2537,61,104,165
4431,7/8/2011,3,0,7,12,0,5,1,2,0.76,0.7273,0.7,0.2836,49,164,213
4432,7/8/2011,3,0,7,13,0,5,1,2,0.78,0.7576,0.66,0.2836,54,175,229
4433,7/8/2011,3,0,7,14,0,5,1,2,0.8,0.7879,0.63,0.3582,53,163,216
4434,7/8/2011,3,0,7,15,0,5,1,2,0.8,0.7879,0.63,0.3582,39,102,141
4435,7/8/2011,3,0,7,16,0,5,1,3,0.68,0.6364,0.83,0.4478,27,105,132
4436,7/8/2011,3,0,7,17,0,5,1,3,0.66,0.5909,0.89,0.4478,6,161,167
4437,7/8/2011,3,0,7,18,0,5,1,1,0.66,0.6061,0.83,0.0896,35,281,316
4438,7/8/2011,3,0,7,19,0,5,1,1,0.66,0.6061,0.83,0.0896,45,225,270
4439,7/8/2011,3,0,7,20,0,5,1,1,0.66,0.6061,0.83,0.1642,30,220,250
4440,7/8/2011,3,0,7,21,0,5,1,2,0.66,0.6061,0.83,0.2537,46,158,204
4441,7/8/2011,3,0,7,22,0,5,1,2,0.66,0.6061,0.78,0.194,33,136,169
4442,7/8/2011,3,0,7,23,0,5,1,2,0.66,0.6061,0.78,0.0896,40,111,151
4443,7/9/2011,3,0,7,0,0,6,0,2,0.66,0.6061,0.83,0.1343,31,90,121
4444,7/9/2011,3,0,7,1,0,6,0,2,0.64,0.5758,0.89,0.1045,5,48,53
4445,7/9/2011,3,0,7,2,0,6,0,1,0.64,0.5758,0.89,0.1642,12,43,55
4446,7/9/2011,3,0,7,3,0,6,0,1,0.64,0.5758,0.89,0.1343,7,23,30
4447,7/9/2011,3,0,7,4,0,6,0,1,0.64,0.5758,0.83,0.2239,2,4,6
4448,7/9/2011,3,0,7,5,0,6,0,2,0.62,0.5606,0.88,0.1642,4,11,15
4449,7/9/2011,3,0,7,6,0,6,0,2,0.64,0.5758,0.83,0.194,11,27,38
4450,7/9/2011,3,0,7,7,0,6,0,1,0.66,0.6061,0.78,0.194,21,50,71
4451,7/9/2011,3,0,7,8,0,6,0,1,0.7,0.6515,0.7,0.2537,68,114,182
4452,7/9/2011,3,0,7,9,0,6,0,1,0.74,0.6818,0.58,0.2836,77,170,247
4453,7/9/2011,3,0,7,10,0,6,0,1,0.76,0.697,0.52,0.1642,87,177,264
4454,7/9/2011,3,0,7,11,0,6,0,1,0.78,0.697,0.46,0.2985,101,189,290
4455,7/9/2011,3,0,7,12,0,6,0,1,0.8,0.7273,0.46,0.2537,145,221,366
4456,7/9/2011,3,0,7,13,0,6,0,1,0.82,0.7424,0.41,0.2239,167,249,416
4457,7/9/2011,3,0,7,14,0,6,0,1,0.84,0.7424,0.36,0.1343,158,215,373
4458,7/9/2011,3,0,7,15,0,6,0,1,0.84,0.7273,0.34,0.0896,182,220,402
4459,7/9/2011,3,0,7,16,0,6,0,1,0.82,0.7273,0.38,0,171,245,416
4460,7/9/2011,3,0,7,17,0,6,0,1,0.84,0.7273,0.32,0,160,241,401
